@relation 'technicalDebt'

@attribute Text string
@attribute class-att {negative,positive}

@data
'simple cases mixins for inheritance for single base class ',negative
'fill value byte ',negative
'mixins are everything after the base class ',negative
'this for the inout feature ',negative
'strips escaped white space ',negative
'try transfer reading the contents the temporary file and writing them the output stream the delegate ',negative
'this class has mixed content the mixed feature should always included even inherited and come first ',negative
'fill value byte fill value byte ',negative
'add all other create child features that this item provider responsible for ',negative
'fill value byte fill value byte ',negative
'either execute redo the command appropriate ',negative
'fill value byte ',negative
'isspaceintboolean ',negative
'fill value byte ',negative
'fill value byte ',negative
'fill value byte fill value byte ',negative
'fill value byte ',negative
'skip over the command that threw the exception ',negative
'this for the outin feature ',negative
'ismarkupintboolean ',negative
'only return the feedback for executable command ',negative
'iscontentintboolean ',negative
'this kind tricky the saveindex was the redo part the command list which has now been wiped out then can never reach point where save not necessary not even undo all the way back the beginning ',negative
'fill value byte fill value byte fill value byte fill value byte ',negative
'isinvalidintboolean ',negative
'fill value byte fill value byte fill value byte ',negative
'isvalidintboolean ',negative
'return whether there list the value the list and index range ',negative
'isnameintboolean ',negative
'replace arguments that match the name the fields with the initializer value the field ',negative
'isncnameintboolean ',negative
'encodings ',negative
'name letter namechar ',negative
'ispubidintboolean ',negative
'nmtoken namechar ',negative
'from the namespace rec ncname letter ncnamechar ',negative
'set the range that recheck when get into the other half ',negative
'order constants ',negative
'class xmlchar ',negative
'interface typevalidator ',negative
'this looks like feature getter kind property will allow recognized properly ',negative
'indicate that initializer has been changed required not overwrite initializer variables are split later ',negative
'remove from position reverse order ',negative
'keep comments between nodes when removing moving nodes ',negative
'type parameter casts cant checked ',negative
'break the cycle ',negative
'this ensures that are dealing with actual mof objects ',negative
'the character the range return its int value otherwise return ',negative
'ecorexmlswitch ',negative
'check whether there opposite that needs attention ',negative
'remove all segment where segment complete path segment not equal ',negative
'the byte automatically widened into int with sign extension for shifting this can introduce the left the byte which must cleared masking before looking the hex digit ',negative
'buttoncomposite has the first child composite because subclasses are expecting this ',negative
'this handle genmodel produced rosegenmodel ',negative
'the object input output object then use ',negative
'process the children recursively ',negative
'fill value byte fill value byte ',negative
'common all uri types ',negative
'remove variables since the pluginxml should provide the complete path information ',negative
'look for singlechar work delimiter ',negative
'simpleanytypeimpl ',negative
'oldwidth ',negative
'the lowercased schemes that will used identify archive uris ',negative
'special segment values interpreted resolve and resolve time ',negative
'consult the generator option for backwards compatibility ',negative
'optimize the performance applying the import regular expressions locating the last import line ',negative
'dont replacement just did one previous line ended with semicolon ',negative
'dont replacement previous line ended with comment ',negative
'returns the upper half bitmask for all the ascii characters the given string ',negative
'cant undo wed better give ',negative
'the path isnt within the root the archive create new uri for the folder location the archive can look the folder that contains ',negative
'platformresolve doesnt work the project encoded ',negative
'there must least one archive path ',negative
'there should least one archive separator per scheme ',negative
'parse extract the archives that will delegated the nested url based the number schemes the start ',negative
'skip scheme for the archive accessor handled directly here ',negative
'create the delegate url ',negative
'the cutoff point the next archive ',negative
'missing specials add manually ',negative
'construct the input stream special efficient way for case file scheme ',negative
'just get the stream from the url ',negative
'the name used for the entry ',negative
'skip over this archive path the next one since are handling this one special ',negative
'loop over the archive paths ',negative
'the entry name matched ',negative
'wrap the input stream zip stream scan its contents for match ',negative
'skip the next archive path and continue the loop ',negative
'create the delegate url ',negative
'record the input and output streams for closing case failure that handles are not left open ',negative
'the most deeply nested output stream that will returned wrapped the result ',negative
'buffer for transferring archive contents ',negative
'the name that will used the archive entry ',negative
'wrap the current result zip stream and record for loopbased recursion ',negative
'loop over the entries the zip stream ',negative
'transfer the entry and its contents ',negative
'find the next archive path and continue recursively there one ',negative
'get the java literal expression for the value ',negative
'create entry since are deleting and return immediately ',negative
'ensure that wont closed the finally block ',negative
'result new ',negative
'wrap the deepest result that close the results are finally transferred ',negative
'make sure close only once ',negative
'close for real that the temporary file ready read ',negative
'make sure they are closed matter what bad thing happens ',negative
'close case failure complete ',negative
'close created this ',negative
'there are some ',negative
'the termination guard the body ',negative
'otherwise produce expression that uses the appropriate factory create value from the literal ',negative
'src sub res reuse srcright res ',negative
'the location indicates after add one more ',negative
'now the best time record isundoable because later would have all the executes again this makes canundo very simple ',negative
'cant execute this one just cant all ',negative
'the most recently processed command will never have been executed ',negative
'want unroll all the effects the previous commands ',negative
'iterate back over the executed commands undo them ',negative
'clear the list past the top ',negative
'this owned object one from the collection ',negative
'oldvalue owneregetfeature ',negative
'record the successfully executed command ',negative
'extend include the comment the same line the position there nothing between the position and the comment ',negative
'note that string place holder adjusts indentation correct this trackandreplace method used below ',negative
'this forces issaveneded always true ',negative
'only are the remembered index not need save return top saveindex ',negative
'clear the list ',negative
'iri iri ',negative
'remember where are now ',negative
'this the default return value ',negative
'valid query may null contain any allowed uri characters ',negative
'compute the generatordata for the given object and its children then for the parents the given object ',negative
'the base package isnt set but there parent package its information instead ',negative
'xmltypevalidator ',negative
'mappingpackage epackage ',negative
'xmltyperesourceimpl ',negative
'ensure that the map for ecore not repeatedly populated and that property maps ereference rather than eattribute ',negative
'iterate forward over the undone commands redo them ',negative
'this ensures that these useless state variables least reflect the right value ',negative
'copy list and allocate positions ',negative
'give all generator adapters the chance tear down ',negative
'ignore derived features ',negative
'end setting whole list ',negative
'arent simply removing all the old values ',negative
'determine the values that will remain and move them into the right order necessary ',negative
'there are values remove append command for them ',negative
'look through all the references ',negative
'the feature attribute the owner ',negative
'dont set the type its already set ',negative
'value null ',negative
'add the collection ',negative
'get the owners meta object ',negative
'value null oldvalue null remove owner from the old value and unset necessary ',negative
'the classifier referencess generic type must class ',negative
'value null oldvalue null simple setunset will suffice ',negative
'specify the exact parent annotations ',negative
'there owner ',negative
'value null oldvalue null need compound command remove owner from old value and add new value ',negative
'value null oldvalue null add owner new value ',negative
'for consistency always set container relations from the container end ',negative
'for can directly create setcommand ',negative
'make sure the container not being put into contained object ',negative
'can try drop instead ',negative
'current document reference use base path and query ',negative
'must this type then ',negative
'string getcappackageid includes features other packages that delegate those this one ',negative
'the other end single then should unset the owner from the old values opposite feature that undo will put back ',negative
'any objects are matched ',negative
'returns the package which this feature defined returns the name the feature get method the package interface companyname returns the name the feature get method the package interface ',negative
'either set unset the feature ',negative
'must unsettable feature null and considered set ',negative
'set the bounds that recheck when are closer the middle ',negative
'its feature map well need validate the entry feature and enforce its multiplicity restraints ',negative
'either set unset the old value ',negative
'wed like the owner selected after this undo completes ',negative
'check that the object isnt already unique list ',negative
'check type object ',negative
'check each object ',negative
'remove the collection from the list index ',negative
'could drop insert operation ',negative
'one null theyll all null ',negative
'possible scope for the changerecorder ',negative
'the location near the boundary well start trying drop insert ',negative
'boolean boolean ',negative
'there isnt something obviously wrong with the arguments ',negative
'well default this ',negative
'create commands create copies the children ',negative
'prepare the right type operation ',negative
'the feedback set based which half are the command isnt executable these values wont used ',negative
'well always wrong for these arguments dont bother rechecking ',negative
'are near the middle well start trying drop ',negative
'can reset and try drop insert instead ',negative
'can drop operation ',negative
'try create specific command based the current desired operation ',negative
'when match the owner were done ',negative
'cant determine the parent ',negative
'the dragged objects share parent ',negative
'this the name the model ',negative
'and add the copy ',negative
'copy the collection ',negative
'dont want copy insert object before after itself ',negative
'just remove the objects and add them ',negative
'optimize collection ',negative
'this can execute there owner list and collection and the owner list contains all the objects the collection ',negative
'cant set the collection try setting use the single value the collection ',negative
'add the value back the right place ',negative
'determine the operation executable ',negative
'clean ',negative
'set the range that recheck when get arent the middle ',negative
'the operation has changed significantly ',negative
'reset the constructor ',negative
'threaddumpstack ',negative
'remove the collection replacements ',negative
'only return the operation for executable command ',negative
'just return the cached result ',negative
'insert the collection the right place ',negative
'make sure each object conforms the type the feature ',negative
'extent allows anything added ',negative
'record the position the value the owner list ',negative
'set the bounds that recheck when get near the other end ',negative
'wed like the replaced selected after this undo replace completes ',negative
'set the arguments again ',negative
'create strict compound command copy and then add the result ',negative
'need check canexecute here case prepare went down the optimize path ',negative
'this will actually execute the copy command order check the add can execute ',negative
'create command copy the clipboard ',negative
'this will determine canexecute efficiently possible ',negative
'create proxy that will create add command ',negative
'record the index ',negative
'remove the object from the collection and add the equality list ',negative
'always include fragment even null validation needed since all components are from existing uris ',negative
'remove the object from the collection and add the identity list ',negative
'either list empty the result simply the other ',negative
'wed like the owner selected after this remove completes ',negative
'merge the lists ',negative
'object iterators ',negative
'allocate list and array for objects and indices ',negative
'second pass match value equality ',negative
'create view form control new viewformparent getstyle ',negative
'this will execute the createcopycommands and then call canexecute the ',negative
'create commands create the copy objects ',negative
'record for execution ',negative
'create initialize copy command for each the created objects ',negative
'there column object just convert string ',negative
'this will call prepare which will partially execute the command ',negative
'create command create copy the object ',negative
'command has owner specified ',negative
'the owner parameter set delegate the owners adapter ',negative
'there adapter the correct type ',negative
'does this part provide editing domain ',negative
'mappingfactoryimpl ',negative
'remove and dispose any wrappers for remaining old children ',negative
'mappinghelperimpl ',negative
'set the mapper build xsdecoremappingroot available ',negative
'will iterate over the whole collection removing some ',negative
'mappingstrategyimpl ',negative
'treeswitch ',negative
'take the first object and remove ',negative
'get the next object and check has the same parent ',negative
'the parent null which implies toplevel removal create selfremoving command ',negative
'will now create command with this implied parent ',negative
'remove the object and add sibling ',negative
'protected object labelprovider ',negative
'object specified but existing sibling the object its parent ',negative
'return ',negative
'any children were added removed reset the indices ',negative
'this uri handler redirect the uri based the mapping ',negative
'this handles ',negative
'need check canexecute case optimize true ',negative
'add additional wrappers search ',negative
'computes threecharacter escape sequence for the byte appending the stringbuffer only characters xff should escaped all but the least significant byte will ignored ',negative
'there are objects populate ',negative
'fill the result array with labels and repopulate the original list order ',negative
'color good default ',negative
'font good default ',negative
'otherwise could check that the adapter implements interface iitemfontprovider ',negative
'returns codetruecode this uri contains nonascii characters codefalsecode otherwise this unused code included for possible future use ',negative
'public string object ',negative
'iterate over all the set feature factor each child the right reference ',negative
'check that the value type compatible with the entry feature ',negative
'functionpairimpl ',negative
'when the value changed the property sheet page doesnt update the property sheet viewer input before refreshing and this gets called the obsolete wrapper need read directly from the model object return getentryvalue ',negative
'mappingpackage epackage ',negative
'the last object was deleted and the selection was the property sheet view the obsolete wrapper will reference past the end the list ',negative
'fill the array with labels ',negative
'resourceset resourceset resourcesetobject ',negative
'first try existing implementation getchildreference this provides backwards compatibility that method now deprecated was overridden ',negative
'use existing getreferencevalue override ',negative
'this object compatible with this reference ',negative
'get the index into the list via this call super ',negative
'find the index feature containing the sibling equivalent value the collection children features ',negative
'mappingpackage epackage ',negative
'xmltypefactory ',negative
'add child descriptors contributed extenders ',negative
'set the index the object value the list via this call super ',negative
'build the collection new child descriptors ',negative
'can open input stream then the pluginproperties there and have good base url ',negative
'for each commandparameter with nonnull multivalued structural feature ',negative
'ensure there are extraneous style bits ',negative
'anytypeimpl ',negative
'assign default style bits necessary and ensure none conflict ',negative
'spacetype ',negative
'find insertion point from returned result insertion point commentindex index the first element that has start position rangestartpos ',negative
'otherwise sibling feature was found iterate through the children features find the index the child feature ',negative
'iterator over all the child references factor each child the right reference ',negative
'the child feature follows the sibling feature the child should first its feature ',negative
'subclasses may override add descriptors ',negative
'there are groups defined matched but the whole pattern matches then markup nodes with pattern name ',negative
'this child this feature ',negative
'motif selection color may set background ',negative
'this object this feature ',negative
'returns the help context for this property ',negative
'restore original resource uri values ',negative
'all the objects are used the above then cant the command ',negative
'create command set this null and remove the object from the other list ',negative
'its just single value ',negative
'consume the rest the appropriate children ',negative
'the suffix can actually substitution pattern for the package name ',negative
'correct the index necessary ',negative
'create command for this feature ',negative
'compute the relative index best possible ',negative
'create command for this feature ',negative
'continue next case ',negative
'dispose the child wrappers ',negative
'all this logic that only create list the adapter set more than one target ',negative
'xmlnamespacepackage ',negative
'can enable the action indicated the command and can set all the other values from the command ',negative
'have resolved eclass but have eattribute can change ereference ',negative
'treeadapterfactory ',negative
'unwrap value ',negative
'the adapter factory composeable well adapt using the root ',negative
'new collection was allocated continue populate ',negative
'create rewriter record changes ',negative
'treenode ',negative
'delegate the action for this object the editing domain ',negative
'draw the extra firstcolumn image ',negative
'the table indenting draw tree lines ',negative
'private final boolean iri private uri cachedasciiuri ',negative
'this the label feature ',negative
'case case case case ',negative
'this containment reference child ',negative
'this ensure that this package itself traversed even the reference type eobject ',negative
'feature map child ',negative
'overlay the resource the target for any controlled objects ',negative
'dont include controlled children here theyll show under their container ',negative
'resource resource resourceobject ',negative
'treefactoryimpl ',negative
'treepackage ',negative
'treenodeimpl ',negative
'have good editing domain ',negative
'treepackageimpl ',negative
'this guard for extra security but should not necessary ',negative
'will only deal with structured selections ',negative
'there new one ',negative
'object ',negative
'use the command note that notification will cause new command created ',negative
'treefactory ',negative
'point keeping garbage ',negative
'just cant ',negative
'fill with background ',negative
'only handle structured selections ',negative
'add the edit menu actions ',negative
'try get editing domain from workbench part ',negative
'show the colourless image ',negative
'found editing domain create command ',negative
'convert the selection collection the selected objects ',negative
'allocate the new collection and populate this point ',negative
'the editing domain wasnt given the workbench part try get from the selection ',negative
'add our standard marker ',negative
'the first wrapped value found ',negative
'use the command ',negative
'mappingpackage epackage ',negative
'use multi even for single line because want respond the enter key ',negative
'remember the requested operation ',negative
'there are delegated features add only those that arent already this package the end the list ',negative
'grabhorizontal true ',negative
'mappingpackage epackage ',negative
'add our other standard marker ',negative
'clear the source data wont need this again since was available its already the command ',negative
'ensure that all proxies are resolved that references into the controlled object will saved reference the new resource ',negative
'cache the tree path for each object ',negative
'dropdownlistener ',negative
'this here only support deprecated adaptobject rather than adaptobject interfaceclass ',negative
'seteditornull null ',negative
'event null when featuretableviewer double clicked ',negative
'event null when choicetableviewer double clicked ',negative
'this should consistent with paintcontrol ',negative
'draw effect rightside button ',negative
'draw outline ',negative
'draw down arrow offset dropped ',negative
'draw background rightside button ',negative
'nonjavadoc see ',negative
'this for the helper feature ',negative
'execute ',negative
'revalidate the command ',negative
'draw the text ',negative
'the command can execute ',negative
'command was created the source was available early and the information used create was cached ',negative
'cant anything else well provide the default select feedback and enable autoscroll and autoexpand effects ',negative
'this for the typemapping feature ',negative
'clean the state ',negative
'otherwise lets call the whole thing off ',negative
'clear out any old information from previous drag ',negative
'recreate the command ',negative
'check the cached command can provide dnd ',negative
'fix ',negative
'create composite ',negative
'remember the target create the command and test executable ',negative
'keep track any changes the command information ',negative
'are not generating the manifest file the pluginxml exists ',negative
'dont have previous cached command ',negative
'this command can provide detailed drag and drop feedback ',negative
'this here because setting the text will set enablement the button ',negative
'not dispose the current command and create new one ',negative
'use for the operation and drag under effect ',negative
'functionpair ',negative
'transfer the data and convert the structured selection collection objects ',negative
'check whether the current data type can transfered locally ',negative
'transfer the data and nonnull extract ',negative
'iterate over the data types see there data type that supports local transfer ',negative
'there was old input then must providing content for this part for the first time ',negative
'walk the project looking for java files analyze ',negative
'case notificationtouch ',negative
'set the input the widget ',negative
'nislabelupdate ',negative
'previously never updated the viewer resolve now post and merge appropriate ',negative
'ignore nonchanges for now ',negative
'the index was previously assigned return otherwise return negative result that encodes the newly assigned index ',negative
'add dummy genmodel for referenced packages ',negative
'escape string that will terminate the comment which this will all nested ',negative
'set and get back the interned string this way when instanceclassname instancetypename know should serialize only the class name ',negative
'also need set any genmodels holding any used static packages that may refered ',negative
'private static final long schemecharhi alphanumhi highbitmask private static final long schemecharlo alphanumlo lowbitmask ',negative
'create the model project ',negative
'determine which projects will need referenced ',negative
'property property property ',negative
'create resources for all the root epackages ',negative
'the class not available ',negative
'nested genannotations ',negative
'removing the first space ',negative
'subclasses may overwrite ',negative
'handle application genmodel stub ',negative
'create resources for all the referenced epackages the referencedepackage local instance the realepackage will add the former resource that has the same uri the later ',negative
'initialize the genmodel with all the computed data ',negative
'now should sort ',negative
'compute the closure ',negative
'for arrays consider the element type ',negative
'convert reference attribute its type edatatype ',negative
'clean the temporary container annotations for holding map entry classes until they are for sure needed ',negative
'now need hook opposites finding the named feature the type ',negative
'restore all configured settings from the original ',negative
'now need hook keys finding the named feature the type ',negative
'copy the children references ',negative
'keep only the plugins that have genmodels for consideration ',negative
'iterate over all projects look the manifests ',negative
'also add each required plugin for consideration the loop ',negative
'create the epackage demand ',negative
'check whether this has model annotation contents ',negative
'match them and accumulate the appropriate result ',negative
'use encoding ',negative
'create generic super type with eclass the classifier for each super interface the java representation ',negative
'the class address was not equal dont want this class loader but instead want the last result that was able load the class ',negative
'check whether this has model annotation contents not might package interface for backwards compatibility ',negative
'get the package name and see theres epackage for ',negative
'its definitely package was declared such ',negative
'additional attributes and references may defined directly the interface order allow the get accessor method have suppressed visibility ',negative
'walk the methods ',negative
'this will catch inherited features additional things dont want worry about ',negative
'find packages and factories ',negative
'otherwise its treated eenum ',negative
'handle the type multiplicity and other etypedelement attributes ',negative
'each token parameters will specify datatype for the corresponding parameter but can overridden datatype property ',negative
'the name extracted and lower cased ',negative
'the size object ',negative
'the feature name extracted lower cased ',negative
'map eenum ',negative
'drop the separators and normalize the case ',negative
'set the eattribute attributes ',negative
'each token exceptions will specify data type for the corresponding exception ',negative
'well create one these ',negative
'set the ereference attributes ',negative
'any these attributes appear this must reference ',negative
'set the visibility annotations for the estructuralfeature ',negative
'process the annotations ',negative
'set the estructuralfeature attributes ',negative
'check exactly the name type parameter thats scope ',negative
'allow distinct literal value provided too ',negative
'the type can augmented specifying the explicitly the annotation this mostly makes sense only for manyvalued typed elements where the java type list and the item type needs specified ',negative
'continue with default processing ',negative
'allow the value defined annotation the fields initializer ',negative
'want resolve this ',negative
'returns the lower half bitmask for all ascii characters between the two given characters inclusive ',negative
'but name doesnt expand into field name ignore ',negative
'returns the upper half bitmask for all ascii characters between the two given characters inclusive ',negative
'allow mixed case version the name provided ',negative
'returns the lower half bitmask for all the ascii characters the given string ',negative
'cant find try the simple name the package ',negative
'this could potentially map every created model element its corresponding rose node however for now were only using needed ',negative
'find explicit import the first wildcard import ',negative
'caching ',negative
'still dont have one well have settle for edatatype eclass with instance class name ',negative
'find the modeled package for the name and look the name there ',negative
'create resource set and load the model file into ',negative
'the package not cat file ',negative
'see already have the edatatype ',negative
'the package cat file ',negative
'its okay for there not precompiled template fail quietly ',negative
'returns whether the given character the set specified the given bitmask ',negative
'still dont have one well have settle for demand created edatatype eclass create new eclassifier with nice unique name ',negative
'dont have one yet maybe its one the special types ',negative
'converts null lengthzero array and clones array ensure immutability ',negative
'there are any warnings other than raw type warnings include all the warnings ',negative
'for the model information ',negative
'avoid classifier name collisions ',negative
'make array names legal ',negative
'get the parent object ',negative
'even primitives should represented data type with conventional capitalized name ',negative
'add package ',negative
'map epackage ',negative
'node not marked now but keep checking other rules ',negative
'map edatatype ',negative
'map eattribute eenumliteral ',negative
'map eparameter input parameter for operation ',negative
'add eclass ',negative
'map eoperation ',negative
'not well erase javalangobject ',negative
'alternate stricter implementations the following validation methods are provided commented out for possible future use ',negative
'will need check the containment have convert the eattribute ereference later ',negative
'valid scheme may null consist single letter followed any number letters numbers and the following characters code code ',negative
'the size list ',negative
'load the schema and packages that were used load the instance into this resource set ',negative
'try retrieve the fully qualified name the specified type ',negative
'qualify type name not already qualified ',negative
'remove garbage characters ',negative
'convert dotseparated format necessary ',negative
'store the base name for relative cat file references ',negative
'order first number features descending and then alphabetically ascending ',negative
'iterate over the whole tree this ',negative
'default value ',negative
'treat the feature volatile volatile itself reference whose opposite end volatile unless that opposite volatile reference delegates feature map which case full implementation the references can generated ',negative
'mappingfactory ',negative
'remove zero width nonbreaking space which may used byte order marker and may ignored according the unicode faq ',negative
'container must transient ',negative
'temporary waswsad migration option ',negative
'was not found the model class check primitive type ',negative
'setup attribute and parameter type ',negative
'convert attributes with eclass type references ',negative
'read mdl file ',negative
'file mdl file get model name ',negative
'special case traverse cat file mdl file ',negative
'could this happen ',negative
'map properties even when istreeonly true ',negative
'directorynamelength directorynamecharat ',negative
'size should ',negative
'create resource for this file dont specify content type could ecore emof ',negative
'top ',negative
'additional features mappingstrategy ',negative
'record the records for the executed commands the stack ',negative
'map ereference when navigable ',negative
'process the contents the extent ',negative
'this will not add duplicates ',negative
'this sets the parent that the nodes can traverse the root find default ecore settings ',negative
'load the rose mdl cat file and create mappings for the objects ',negative
'only one open quote ',negative
'start second traverse create mapping objects memory ',negative
'put all static package the package registry ',negative
'this the path the target directory ',negative
'mappingpackage ',negative
'additional features typeconverter ',negative
'mappinghelper ',negative
'functionnamepair ',negative
'also have some noninput objects copy ',negative
'for each mapping being removed ',negative
'mappingroot ',negative
'since input objects are readonly dont need make copy them for the clipboard can just put pointer the original objects the clipboard ',negative
'make sure the back pointers this mapping from the mapped objects set ',negative
'valid authority may null contain any allowed uri characters except for the following code code ',negative
'copy the name ',negative
'add any remaining objectindex pairs from either set ',negative
'resource resource fix ',negative
'valid path segment must nonnull and may contain any allowed uri characters except for the following code code ',negative
'nonjavadoc see ',negative
'searches the specified string for any characters the set represented the bit bitmask returns true any occur false otherwise ',negative
'return ',negative
'create commands ',negative
'for each mapping being added ',negative
'note absolutepath authority null hierarchical authority null device null absolutepath scheme null ',negative
'this will create the mapping well ',negative
'there are siblings that need reparented ',negative
'new removecommanddomain parentmapping siblingstoreparent ',negative
'create commands ',negative
'cant create temp file then have ignore the option ',negative
'find prefix current context ',negative
'mapping object ',negative
'return false iteration should continue ',negative
'mapping object ',negative
'get the corresponding type ',negative
'type matching never matches inputs that are already mapped ',negative
'create the copy from this corresponding type ',negative
'remove all the mappings from the root ',negative
'have done our preparation now ask the super validate ',negative
'copy the type ',negative
'skips ',negative
'this the tricky part where set the encoding that wed like have decoded series commands execute after this command has completed ',negative
'ecore return the enamedelement name ',negative
'toplabelseparator ',negative
'tests whether this uris path segment array equal that the given uri ',negative
'the owner and the copy are the same type can proceed with the command override not will skip this command returning donothing override ',negative
'there adapter the correct type return the item label ',negative
'this removecommand for root input object direct the mappingroot ',negative
'remove all sourceseparator characters ',negative
'tests two objects for equality tolerating nulls null considered valid value that only equal itself ',negative
'typemappings ',negative
'add targetseparator front every upper case character ',negative
'tests two strings for equality tolerating nulls and optionally ignoring case ',negative
'sourceseparator labelnoseparator ',negative
'toplabelforms ',negative
'relative path merge with base and keep query note the base has path and this nonempty relative path there implied root the resulting path ',negative
'toplabelcase ',negative
'ecoreecorefactory ',negative
'bottomlabelforms ',negative
'ecoreecorepackage ',negative
'mappingswitch ',negative
'encrypt the input ',negative
'dont want include the line comments immediately before import the returned range ',negative
'nonjavadoc see ',negative
'for for ',negative
'interface should abstract but this makes sure that fact ',negative
'ecoreecoreswitch ',negative
'adds segment stack skipping empty segments and self references and interpreting parent references ',negative
'for createchildcommand will find the owner calling the first selected object ',negative
'special care must taken for roots parent reference either ignored the symbolic reference itself pushed ',negative
'unless were already accumulating root parent references parent references simply pop the last segment descended ',negative
'extending interface its mixins must included since there implementation handle them ',negative
'weve found thing with type parameters search them for match ',negative
'xmlinfo ',negative
'ecorexmlpackage ',negative
'missing attribute ',negative
'this the case that starting process rose file passing cat file name this special case normally user should pass mdl file instead cat file file cat file modeltree did contain quid info ',negative
'xmlmapimpl ',negative
'invalid element ',negative
'ecorexmlfactoryimpl ',negative
'ecorexmlpackageimpl ',negative
'either remove the root mapping use the iterator that returned the most recent next mapping ',negative
'set the editors selection based the current viewers selection ',negative
'many inherited methods must overridden handle this case ',negative
'since only use this right operation always want include the keytype and valuetype and never want qualify the property names ',negative
'there are any arguments and they are not unbounded wildcards casts cant checked ',negative
'need conservative and diagnose problem only are quite sure that type builtin and hence that the lack default value really represents problem with being unable convert the literal value ',negative
'test their relationship via their instance classes they have them ',negative
'some xml types declare nebulous object mappings they actually map internal types that shouldnt generated into code ',negative
'this guards the switch ',negative
'there base xml ecore type use one the two corresponding builtin factories create value from the literal string ',negative
'clean any old project information ',negative
'mappingimpl ',negative
'the bound wildcard with constraints ',negative
'see genmodel registered for the packages uri and try load ',negative
'that didnt work just synthesize one ',negative
'eatm foreign model ',negative
'any features from one package that delegate features another ',negative
'there are features delegating across packages add only those that arent already being generated ',negative
'single separator possibly preceded some parent reference segments redundant ',negative
'empty path needs replaced single there query distinguish from current document reference ',negative
'collapses nonending empty segments parent references and self references nonrelative path returning the same path that would produced from the base hierarchical uri part resolve ',negative
'the path nonempty and originally ended empty segment parent reference self reference add trailing separator ',negative
'typeconverterimpl ',negative
'returns string representation this uri for debugging explicitly showing each the components ',negative
'the new prefix has segments not the root absolute path and need drop the trailing empty segment and append the tail segments ',negative
'cursor expectedmodcount entrycursor lastcursor lastcursor prepared ',negative
'add all classes from this package first guarantee they get the simple names ',negative
'dont even consider unless this hierarchical and has scheme authority device and path absoluteness equal those the prefix ',negative
'the prefix has segments then the root absolute path and know this absolute path too ',negative
'barring better result this will the result ',negative
'the prefix really prefix this this has just one more empty segment the paths are the same ',negative
'this here because getextendedmetadata used during initialization and the mappings are are populated the first time its fetched which will miss the packages add initialize the tree ',negative
'rewriter required for set methods ',negative
'cant add must already the list find and move the end ',negative
'both eobject and eobject are not null eobject has been compared already ',negative
'encodes the given string replacing each ascii character that not the set specified the bit bitmask and each nonascii character below escape sequence followed two hex digits not the set but ignoreescaped true then will not encoded iff already begins valid escape sequence ',negative
'tests whether escape occurs the given string starting index escape sequence followed two hex digits ',negative
'multiple jet directives ',negative
'theres reason they arent equal they are ',negative
'the set states are the same and the values the feature are the structurally equal they are equal ',negative
